strike,lastPrice,impliedVolatility,expirationDate,timeToExpiry
50.0,87.8,4.500004375,2025-01-24,0.00821917808219178
55.0,82.7,0.0,2025-01-24,0.00821917808219178
60.0,78.1,3.2031269921874994,2025-01-24,0.00821917808219178
65.0,73.09,3.41406396484375,2025-01-24,0.00821917808219178
70.0,67.65,3.1054709863281245,2025-01-24,0.00821917808219178
75.0,62.7,2.86719033203125,2025-01-24,0.00821917808219178
80.0,58.1,2.4492226269531248,2025-01-24,0.00821917808219178
85.0,52.75,2.2968792578125,2025-01-24,0.00821917808219178
90.0,47.94,2.0546923632812497,2025-01-24,0.00821917808219178
95.0,42.77,1.65625171875,2025-01-24,0.00821917808219178
100.0,37.92,1.40625296875,2025-01-24,0.00821917808219178
101.0,36.4,1.4570339648437498,2025-01-24,0.00821917808219178
102.0,36.2,1.2695349023437497,2025-01-24,0.00821917808219178
103.0,35.14,1.7265638671875,2025-01-24,0.00821917808219178
104.0,34.1,1.435549697265625,2025-01-24,0.00821917808219178
105.0,33.0,1.4931665966796874,2025-01-24,0.00821917808219178
106.0,32.5,1.5312523437499999,2025-01-24,0.00821917808219178
107.0,31.1,1.18359783203125,2025-01-24,0.00821917808219178
108.0,30.02,1.2949254003906248,2025-01-24,0.00821917808219178
109.0,28.93,1.4130888720703125,2025-01-24,0.00821917808219178
110.0,27.8,1.3339877050781246,2025-01-24,0.00821917808219178
111.0,26.7,1.0664109179687502,2025-01-24,0.00821917808219178
112.0,25.77,1.0273486132812502,2025-01-24,0.00821917808219178
113.0,24.67,0.9589847851562499,2025-01-24,0.00821917808219178
114.0,23.82,1.08984830078125,2025-01-24,0.00821917808219178
115.0,22.95,1.16016044921875,2025-01-24,0.00821917808219178
116.0,21.72,0.726565234375,2025-01-24,0.00821917808219178
117.0,21.0,0.8398453515625,2025-01-24,0.00821917808219178
118.0,19.98,0.9570316796874999,2025-01-24,0.00821917808219178
119.0,18.75,0.8320329296874999,2025-01-24,0.00821917808219178
120.0,17.8,0.858399853515625,2025-01-24,0.00821917808219178
121.0,16.7,0.8457046679687499,2025-01-24,0.00821917808219178
122.0,16.2,0.7304714453125,2025-01-24,0.00821917808219178
123.0,14.82,0.7070341796875,2025-01-24,0.00821917808219178
124.0,13.8,0.7304714453125,2025-01-24,0.00821917808219178
125.0,13.0,0.639652041015625,2025-01-24,0.00821917808219178
126.0,12.3,0.6655306884765627,2025-01-24,0.00821917808219178
127.0,10.92,0.64062859375,2025-01-24,0.00821917808219178
128.0,10.05,0.6127968408203126,2025-01-24,0.00821917808219178
129.0,9.1,0.5742230078125,2025-01-24,0.00821917808219178
130.0,8.22,0.5195360546875,2025-01-24,0.00821917808219178
131.0,7.2,0.5278367529296876,2025-01-24,0.00821917808219178
132.0,6.45,0.5014698291015626,2025-01-24,0.00821917808219178
133.0,5.6,0.481450498046875,2025-01-24,0.00821917808219178
134.0,4.9,0.47559118164062497,2025-01-24,0.00821917808219178
135.0,4.2,0.47070841796875,2025-01-24,0.00821917808219178
136.0,3.5,0.45606012695312503,2025-01-24,0.00821917808219178
137.0,2.92,0.4480035668945312,2025-01-24,0.00821917808219178
138.0,2.39,0.44165597412109375,2025-01-24,0.00821917808219178
139.0,1.91,0.43848217773437503,2025-01-24,0.00821917808219178
140.0,1.52,0.4348201049804688,2025-01-24,0.00821917808219178
141.0,1.18,0.43115803222656257,2025-01-24,0.00821917808219178
142.0,0.92,0.43066975585937506,2025-01-24,0.00821917808219178
143.0,0.72,0.4321345849609375,2025-01-24,0.00821917808219178
144.0,0.54,0.43408769042968753,2025-01-24,0.00821917808219178
145.0,0.42,0.4370173486328125,2025-01-24,0.00821917808219178
146.0,0.31,0.4409235595703125,2025-01-24,0.00821917808219178
147.0,0.24,0.44434149414062496,2025-01-24,0.00821917808219178
148.0,0.18,0.45313046875,2025-01-24,0.00821917808219178
149.0,0.13,0.46191944335937507,2025-01-24,0.00821917808219178
150.0,0.11,0.463872548828125,2025-01-24,0.00821917808219178
152.5,0.07,0.49609878906250005,2025-01-24,0.00821917808219178
155.0,0.05,0.52539537109375,2025-01-24,0.00821917808219178
157.5,0.04,0.5664105859375,2025-01-24,0.00821917808219178
160.0,0.03,0.5937540625000001,2025-01-24,0.00821917808219178
162.5,0.01,0.632816171875,2025-01-24,0.00821917808219178
165.0,0.02,0.6640658593750002,2025-01-24,0.00821917808219178
167.5,0.02,0.73437765625,2025-01-24,0.00821917808219178
170.0,0.02,0.7812521875,2025-01-24,0.00821917808219178
172.5,0.01,0.804689453125,2025-01-24,0.00821917808219178
175.0,0.01,0.851563984375,2025-01-24,0.00821917808219178
177.5,0.01,0.85937640625,2025-01-24,0.00821917808219178
180.0,0.01,0.8437515624999999,2025-01-24,0.00821917808219178
182.5,0.01,1.1328168359375002,2025-01-24,0.00821917808219178
185.0,0.01,1.1796916015624999,2025-01-24,0.00821917808219178
187.5,0.01,1.0312548437500002,2025-01-24,0.00821917808219178
190.0,0.01,1.000005,2025-01-24,0.00821917808219178
192.5,0.01,1.3554719726562499,2025-01-24,0.00821917808219178
195.0,0.01,1.0625046875000002,2025-01-24,0.00821917808219178
197.5,0.01,1.21875390625,2025-01-24,0.00821917808219178
200.0,0.01,1.125004375,2025-01-24,0.00821917808219178
205.0,0.01,1.21875390625,2025-01-24,0.00821917808219178
210.0,0.01,1.2812535937499998,2025-01-24,0.00821917808219178
215.0,0.01,1.3437532812499997,2025-01-24,0.00821917808219178
220.0,0.01,1.40625296875,2025-01-24,0.00821917808219178
225.0,0.01,1.46875265625,2025-01-24,0.00821917808219178
230.0,0.01,1.5000025,2025-01-24,0.00821917808219178
235.0,0.01,1.5625021874999998,2025-01-24,0.00821917808219178
240.0,0.01,1.625001875,2025-01-24,0.00821917808219178
245.0,0.01,1.6875015625,2025-01-24,0.00821917808219178
250.0,0.01,1.75000125,2025-01-24,0.00821917808219178
280.0,0.01,2.0625048437499998,2025-01-24,0.00821917808219178
300.0,0.01,2.2500043749999996,2025-01-24,0.00821917808219178
50.0,88.35,3.189455151367187,2025-01-31,0.0273972602739726
55.0,80.95,2.2734418164062498,2025-01-31,0.0273972602739726
60.0,78.1,2.07031732421875,2025-01-31,0.0273972602739726
65.0,73.13,1.8281258593749998,2025-01-31,0.0273972602739726
70.0,73.6,1.6601579492187502,2025-01-31,0.0273972602739726
75.0,61.44,1.6679704101562502,2025-01-31,0.0273972602739726
80.0,58.33,1.5644553027343748,2025-01-31,0.0273972602739726
85.0,53.41,1.453127734375,2025-01-31,0.0273972602739726
90.0,47.94,1.3203158984374999,2025-01-31,0.0273972602739726
95.0,42.79,1.1396527392578126,2025-01-31,0.0273972602739726
100.0,38.08,0.6796907031250001,2025-01-31,0.0273972602739726
101.0,36.45,1.0742233789062503,2025-01-31,0.0273972602739726
102.0,36.35,0.8964854101562498,2025-01-31,0.0273972602739726
103.0,35.15,0.7773459765625,2025-01-31,0.0273972602739726
104.0,33.8,0.9267585449218749,2025-01-31,0.0273972602739726
105.0,32.92,0.9003916210937499,2025-01-31,0.0273972602739726
106.0,32.15,0.81445498046875,2025-01-31,0.0273972602739726
107.0,31.05,0.75586181640625,2025-01-31,0.0273972602739726
108.0,29.87,0.868165380859375,2025-01-31,0.0273972602739726
109.0,26.05,0.75586181640625,2025-01-31,0.0273972602739726
110.0,27.85,0.7304714453125,2025-01-31,0.0273972602739726
111.0,26.99,0.74414318359375,2025-01-31,0.0273972602739726
112.0,23.3,0.79883013671875,2025-01-31,0.0273972602739726
113.0,24.85,0.8042011767578124,2025-01-31,0.0273972602739726
114.0,24.4,0.6201209863281252,2025-01-31,0.0273972602739726
115.0,23.37,0.6821320849609377,2025-01-31,0.0273972602739726
116.0,21.95,0.6894562304687502,2025-01-31,0.0273972602739726
117.0,20.99,0.6210975390625001,2025-01-31,0.0273972602739726
118.0,20.29,0.6352575537109376,2025-01-31,0.0273972602739726
119.0,19.05,0.5776409423828125,2025-01-31,0.0273972602739726
120.0,18.03,0.5742230078125,2025-01-31,0.0273972602739726
121.0,17.08,0.5546919531250001,2025-01-31,0.0273972602739726
122.0,16.26,0.534184345703125,2025-01-31,0.0273972602739726
123.0,15.2,0.52539537109375,2025-01-31,0.0273972602739726
124.0,14.3,0.5034229345703125,2025-01-31,0.0273972602739726
125.0,13.5,0.5546919531250001,2025-01-31,0.0273972602739726
126.0,12.38,0.5661664477539063,2025-01-31,0.0273972602739726
127.0,11.7,0.5009815527343751,2025-01-31,0.0273972602739726
128.0,10.9,0.5236864038085938,2025-01-31,0.0273972602739726
129.0,9.97,0.49707534179687507,2025-01-31,0.0273972602739726
130.0,9.2,0.48340360351562506,2025-01-31,0.0273972602739726
131.0,8.4,0.47363807617187503,2025-01-31,0.0273972602739726
132.0,7.7,0.4733939379882813,2025-01-31,0.0273972602739726
133.0,7.05,0.46362841064453125,2025-01-31,0.0273972602739726
134.0,6.4,0.46753462158203124,2025-01-31,0.0273972602739726
135.0,5.73,0.45654840332031255,2025-01-31,0.0273972602739726
136.0,5.2,0.45825737060546884,2025-01-31,0.0273972602739726
137.0,4.62,0.4558159887695313,2025-01-31,0.0273972602739726
138.0,4.15,0.4497125341796875,2025-01-31,0.0273972602739726
139.0,3.65,0.45044494873046875,2025-01-31,0.0273972602739726
140.0,3.21,0.4470270141601562,2025-01-31,0.0273972602739726
141.0,2.81,0.44312080322265623,2025-01-31,0.0273972602739726
142.0,2.46,0.44287666503906253,2025-01-31,0.0273972602739726
143.0,2.14,0.4409235595703125,2025-01-31,0.0273972602739726
144.0,1.83,0.43897045410156255,2025-01-31,0.0273972602739726
145.0,1.59,0.43774976318359377,2025-01-31,0.0273972602739726
146.0,1.33,0.43677321044921874,2025-01-31,0.0273972602739726
147.0,1.15,0.43628493408203123,2025-01-31,0.0273972602739726
148.0,0.98,0.43677321044921874,2025-01-31,0.0273972602739726
149.0,0.82,0.4370173486328125,2025-01-31,0.0273972602739726
150.0,0.7,0.4370173486328125,2025-01-31,0.0273972602739726
152.5,0.46,0.4409235595703125,2025-01-31,0.0273972602739726
155.0,0.3,0.4458063232421875,2025-01-31,0.0273972602739726
157.5,0.2,0.454107021484375,2025-01-31,0.0273972602739726
160.0,0.15,0.46680220703125,2025-01-31,0.0273972602739726
162.5,0.11,0.4804739453125,2025-01-31,0.0273972602739726
165.0,0.08,0.5009815527343751,2025-01-31,0.0273972602739726
167.5,0.07,0.50586431640625,2025-01-31,0.0273972602739726
170.0,0.05,0.5312546875,2025-01-31,0.0273972602739726
172.5,0.05,0.5507857421875001,2025-01-31,0.0273972602739726
175.0,0.04,0.5625043750000001,2025-01-31,0.0273972602739726
177.5,0.04,0.570316796875,2025-01-31,0.0273972602739726
180.0,0.03,0.5976602734375001,2025-01-31,0.0273972602739726
182.5,0.03,0.6972686523437501,2025-01-31,0.0273972602739726
185.0,0.03,0.6640658593750002,2025-01-31,0.0273972602739726
187.5,0.02,0.64062859375,2025-01-31,0.0273972602739726
190.0,0.01,0.6640658593750002,2025-01-31,0.0273972602739726
192.5,0.02,0.8242205078124999,2025-01-31,0.0273972602739726
195.0,0.01,0.851563984375,2025-01-31,0.0273972602739726
197.5,0.01,0.8632826171875,2025-01-31,0.0273972602739726
200.0,0.01,0.7578149218750001,2025-01-31,0.0273972602739726
205.0,0.01,0.9609378906249999,2025-01-31,0.0273972602739726
210.0,0.01,0.7812521875,2025-01-31,0.0273972602739726
215.0,0.01,0.8125018749999999,2025-01-31,0.0273972602739726
220.0,0.01,0.8437515624999999,2025-01-31,0.0273972602739726
225.0,0.01,0.937500625,2025-01-31,0.0273972602739726
230.0,0.01,1.203128984375,2025-01-31,0.0273972602739726
235.0,0.01,1.1757853710937498,2025-01-31,0.0273972602739726
240.0,0.01,0.98437515625,2025-01-31,0.0273972602739726
245.0,0.01,1.0312548437500002,2025-01-31,0.0273972602739726
250.0,0.01,1.0625046875000002,2025-01-31,0.0273972602739726
260.0,0.02,1.4453152734375,2025-01-31,0.0273972602739726
270.0,0.01,1.1875040625,2025-01-31,0.0273972602739726
290.0,0.01,1.2812535937499998,2025-01-31,0.0273972602739726
300.0,0.01,1.3437532812499997,2025-01-31,0.0273972602739726
50.0,87.25,0.0,2025-02-07,0.04657534246575343
55.0,83.15,0.0,2025-02-07,0.04657534246575343
